"","numinves","idenpa","numentre","reg","ciudad","tamciud","comdist","age","sexo","codigo","diareal","mesreal","ini","fin","dura","totrevi","totcuot","totrech","totperd","numcasa","codsuper","supervvi","superven","codif","digit","lifesatisfaction","countryprogress","P3N","countryproblems","countryeconomicsituation","countrypast12monthseconsituation","countrynext12monthseconsituation","familynext12monthseconsituation","trustinpeople","democracypreference","democracysatisfaction","economysatisfaction","governedbyfew","trustinarmedforces","trustinpolice","trustinchurch","trustincongress","trustinnationalgovernment","trustinjudiciary","trustinpoliticalparties","trustinelectoralinst","P13ST_I","P14ST_A","trustinnatcompanies","trustintradeunions","trustintelevision","trustintlcompanies","trustinbanks","trustinradio","trustinprintedpress","trustinsocmedia","presleadershipapproval","leftrightscale","incomedistfairness","democracybest","P18STM_B","P18STM_C","P18N_D","P18N_E","P18N_F","P18N_G","P18N_H","P18ST_I","P19N","P20STM","P21ST","P22ST","P23ST_A","P23ST_B","P23ST_C","P23ST_D","P23ST_E","P23ST_F","P24ST_A","P24ST_B","P24ST_C","P24ST_D","P24ST_E","P25N_A","P25N_B","P25N_C","P26SDN_A","P26SDN_B","P26SDN_C","P26SDN_D","P26SDN_E","P26SDN_F","P27SDN","P28STIN","P29STIN_A","P29STIN_B","robotjobtake","P30INN_B","P30INN_C","P30INN_D","P30INN_E","P30INN_F","P31INN_A","P31INN_B","P31INN_C","P31INN_D","P31INN_E","P31INN_F","P31INN_1","P31INN_2","P31INN_3","P31INN_4","P31INN_5","P31INN_6","P32INN","P33N_A","P33ST_B","P33N_C","P33N_D","P34WVSNA","P34WVSNB","P35NA","P35NB","P36ST","P37CSN_A","P37CSN_B","P37STCS_C","P37WVSSTCS_D","P37STCS_E","P37CSN_F","P37WVSCS_G","P37WVSCS_H","P38CSN_A","P38CSN_B","P38CSN_C","P38CSN_D","P38CSN_E","P38CSN_F","P38CSN_G","P39N","interestinpolitics","freedompoliticalpart","P41ST_B","freedomenv","freedomprivateproperty","justfairwealthdistf","equalityofmenwomenf","chanceswuoriginf","freedomofspeech","freedomofreligion","protectionagainstcrimef","socialsecurityf","P41ST_L","freedomchancetogetjob","P42STGBS","P43STGBS_A","P43STGBS_B","talkoftenpolitics","workforcommunity","P44ST_C","P44ST_D","P45ST_A","authdemonst","nonauthdemonst","protestinsocmedia","P46N","P47ST","P48ST","publicopinionexpression","opinionplatform","P51N","P52N","P53N_A","P53N_B","P53N_C","P53N_D","protestagree","marketeconomygood","P55N","P56N_A","P56N_B","P56N_C","P56N_D","P57ST_A","P57ST_B","P57ST_C","P57ST_D","P57ST_E","P57ST_F","P57ST_G","P57ST_H","P58ST","P59ST","corruptionlast2years","P61ST","P62N_1","P62ST_2","P62ST_3","P62ST_4","P62ST_5","P62N_6","P62ST_7","P62ST_8","P62N_9","P62ST_10","P62ST_11","P62N_12","P62N_13","P62N_14","P62N_15","P62N_16","P62N_17","P63ST","religion","religiondevout","socioeconclass","S3","S4","incomeenough","S6","race","S8","S9","S10","S11","S12","S13INN_A_A","S13INN_A_B","S13INN_A_C","S13INN_A_D","S13INN_A_1","S13INN_A_2","S13INN_A_3","S14M_A","S14M_B","S14M_C","S14M_D","S14M_E","S14M_F","S14M_G","S14M_H","S14M_I","S14M_J","S15_A","S15_B","S16","S17","S18_A","S18_B","S19","S20_A","S20_B","S20_C","S20_D","S20_E","S20_F","S20_G","S20_H","S20_I","S20_J","S20_K","S21A","S21B","S22_A","S22_B","householdheademp","S24","education","REEDUC_2","REEDUC_3","reedad","perpart","fampart","wt","protest_engagement_score1","protest_attend","democracy_score","trust_score","economic_score","freedom_score","democracy_group","trust_group","economic_group","freedom_group","protest_label","socioecon_label"
"860",23,152,860,152000,152007039,1,136,43,1,1400,21,2,1217,1300,43,0,0,0,0,1,0,2,0,1,0,3,3,3,5,3,4,3,3,2,3,3,3,1,3,3,4,3,3,4,4,2,3,1,3,4,3,3,2,2,3,2,2,NA,3,2,2,2,3,3,3,2,1,3,1,1,-1,4,1,1,1,1,3,4,2,2,2,2,4,2,2,2,2,1,1,3,2,2,3,1,1,1,3,3,3,2,3,1,1,1,1,0,1,1,1,2,3,5,6,-5,2,3,3,1,3,1,3,1,3,2,3,2,2,2,3,3,2,3,1,0,0,0,0,0,0,2,1,1,1,2,3,2,1,1,1,1,3,2,3,1,2,96,-3,2,4,2,4,3,3,3,3,2,1,1,2,3,2,2,2,2,4,3,3,1,5,2,2,2,2,0,0,0,1,0,0,1,0,4,2,4,6,7,7,3,8,0,2,5,2,8,8,4,96,96,8,2,3,5,2,NA,NA,3,1,3,2,4,4,2,1,28,14,9,0,1,0,0,2,0,-2,0,0,0,1,1,0,0,0,0,0,1,1,1,19800206,1,-3,2,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,1,6,3,-3,3,4,0,1.0015488,0.0185056661673559,1,-0.476946446150714,-0.326566504299669,-0.0282170612376838,0.911523481016073,"Low","Low","Medium","High","Yes","Middle class"
"861",23,152,861,152000,152007023,7,115,49,1,1406,3,3,1530,1608,38,0,0,0,0,1,11,1,1,1,0,2,1,3,16,3,3,2,3,2,1,2,3,1,4,4,4,4,2,4,4,4,2,1,4,4,4,4,4,4,4,4,1,0,3,2,3,3,2,2,2,3,2,2,1,2,2,1,4,4,4,4,4,4,-1,4,2,2,4,2,3,2,2,3,2,2,4,4,4,1,4,4,3,2,4,4,-5,4,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,4,1,1,4,2,1,4,1,1,4,4,3,3,3,4,3,4,1,0,0,0,0,1,1,1,4,3,2,3,2,4,4,4,3,3,4,4,3,3,2,95,-3,4,3,4,4,2,1,3,3,1,1,1,2,4,2,2,2,1,2,1,2,2,1,3,3,3,1,0,0,0,0,0,0,0,1,2,1,3,1,4,8,2,6,0,10,3,7,8,1,6,10,9,0,9,5,8,4,NA,NA,4,1,1,2,4,6,2,1,27,15,6,0,0,0,1,4,0,-2,1,0,0,1,1,1,0,0,0,0,1,1,1,19731006,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,2,-3,3,4,0,1.0015488,-0.208915824028474,0,0.521947946043989,-1.14503867883366,0.589254056737069,-0.912806572016764,"High","Low","High","Low","No","Lower-middle class"
"862",23,152,862,152000,152007023,7,115,35,2,1406,3,3,1620,1701,41,0,0,0,0,1,22,1,1,2,0,2,2,3,14,4,3,2,2,2,1,2,3,1,2,3,2,3,2,3,4,3,2,1,3,3,4,3,3,3,4,3,1,6,4,2,3,3,2,2,3,3,2,2,1,2,1,1,3,3,3,3,3,3,3,4,3,3,4,3,3,2,4,2,3,3,4,2,4,1,4,3,2,2,3,3,2,3,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,4,1,1,4,2,3,4,3,1,2,2,3,3,3,2,3,2,1,0,0,0,0,1,1,2,4,2,2,2,2,2,3,3,1,2,4,4,3,3,2,95,-3,4,3,4,4,2,2,3,3,2,1,1,2,5,2,2,2,1,3,1,2,2,5,2,2,2,2,0,0,0,0,0,0,0,0,4,1,3,1,4,6,4,4,0,10,0,6,8,0,3,7,10,0,6,4,7,4,1,3,4,1,1,1,4,6,2,1,18,17,13,0,0,0,1,4,0,-2,1,0,0,1,1,1,1,0,0,0,1,1,1,19870910,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,3,5,5,-3,2,4,0,0.7585158,-0.468913503919222,0,0.521947946043989,-0.253238587564162,0.262990788638938,-0.0603779597118158,"High","Low","High","Medium","No","Lower-middle class"
"863",23,152,863,152000,152007023,7,115,64,1,1406,3,3,1710,1745,35,0,0,0,0,1,11,1,2,2,0,2,1,3,9,3,2,2,2,2,1,2,3,1,3,4,3,4,1,3,3,3,1,1,3,3,4,3,2,2,4,2,1,3,4,2,2,3,2,2,2,3,2,2,1,2,1,1,2,3,2,2,2,4,2,3,2,2,4,2,3,2,2,3,2,2,2,2,2,1,2,2,3,2,3,3,3,3,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,4,2,1,4,3,2,4,1,1,2,2,2,3,3,2,3,2,1,0,0,1,1,1,1,1,2,2,2,3,2,4,3,3,2,2,4,4,3,3,2,-1,-3,3,3,4,4,2,2,2,2,2,1,1,2,5,2,2,2,1,2,1,2,2,5,2,2,2,2,0,0,0,0,0,0,0,0,1,1,2,1,5,5,2,3,0,9,2,6,6,0,3,3,9,0,7,5,7,4,NA,NA,2,1,1,2,4,6,2,1,27,15,15,0,0,0,1,4,0,-2,1,0,1,1,1,1,1,0,0,0,1,1,1,19581109,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,7,-3,4,4,0,2.7792979,0.322038359132776,1,0.521947946043989,-0.155622788913963,0.704047635699644,-0.43208977767815,"High","Medium","High","Low","Yes","Upper-middle class"
"864",23,152,864,152000,152007023,7,115,35,2,1406,3,3,1800,1840,40,0,0,0,0,1,0,2,0,1,0,2,2,2,9,4,3,3,2,2,2,3,3,2,1,1,2,2,4,2,3,2,4,1,2,3,1,2,2,2,2,3,2,NA,2,3,2,2,2,2,3,2,2,3,1,1,2,4,1,4,4,1,4,4,3,3,4,1,4,3,4,4,4,1,4,3,4,3,1,1,4,3,3,2,2,3,2,3,0,0,1,1,1,1,3,4,5,6,-5,-5,2,4,1,1,4,1,3,2,4,1,2,2,2,2,3,2,2,2,1,0,0,0,1,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,2,2,2,95,-3,3,2,4,3,2,2,2,2,2,1,1,2,4,2,2,2,2,2,1,2,2,5,2,2,2,2,0,0,0,1,1,0,0,0,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,4,6,2,2,24,15,17,0,0,0,1,4,0,-2,1,0,1,1,1,1,0,0,0,0,1,1,1,19870603,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,19,17,1,-3,2,2,7,5,5,2,4,0,0.8464017,0.424708224793983,1,-1.19532910559145,0.5815503923837,0.52811303560727,0.137055706205351,"Low","High","High","Medium","Yes","Upper-middle class"
"865",23,152,865,152000,152007023,7,115,64,1,1406,3,3,1900,1935,35,0,0,0,0,1,11,1,1,2,0,1,2,3,3,3,3,2,2,2,1,2,3,1,2,2,3,3,2,3,3,3,2,1,3,3,3,3,2,3,4,2,1,2,4,2,3,3,2,2,2,2,2,2,1,2,1,1,2,3,2,2,2,4,2,4,2,2,4,2,3,2,2,2,3,2,4,2,2,1,2,2,3,2,2,3,3,3,0,0,1,1,1,0,3,4,5,-5,-5,-5,3,4,2,1,4,1,2,4,1,1,3,3,3,3,3,2,3,3,1,0,0,0,1,1,1,2,3,2,2,2,2,3,3,3,2,2,4,4,3,2,2,-2,-3,3,3,4,4,2,2,3,3,2,1,1,2,3,2,2,2,1,2,1,2,2,1,3,3,3,2,0,0,0,0,0,0,0,0,4,1,3,1,5,3,2,3,0,8,5,5,6,0,3,6,8,0,2,5,4,4,NA,NA,3,1,1,2,4,6,2,1,21,17,9,0,0,0,1,4,0,-2,1,0,0,1,1,1,0,0,0,0,1,1,1,19580616,2,-3,1,1,1,1,1,2,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,5,3,-3,4,4,0,0.7263232,0.0289817021508201,1,0.521947946043989,0.027000874408539,0.611616140005599,-0.148960669698342,"High","Medium","High","Medium","Yes","Middle class"
"866",23,152,866,152000,152007023,7,115,49,1,1406,4,3,1105,1146,41,0,0,0,0,1,22,1,1,2,0,2,2,2,16,3,3,2,2,2,2,3,3,2,2,2,3,2,3,2,4,2,3,1,3,3,2,3,3,2,3,3,2,6,3,2,2,3,2,2,3,-5,2,2,1,1,2,1,1,4,4,2,4,4,2,4,3,2,4,2,4,3,4,2,4,3,4,2,1,1,3,3,3,2,2,3,-5,3,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,4,2,1,4,1,3,1,3,1,-5,-5,4,3,3,-5,3,-5,1,0,0,0,1,1,1,1,4,2,2,3,2,3,3,3,2,2,4,4,3,3,2,95,-3,4,3,4,4,2,3,3,3,2,1,1,2,5,2,2,2,2,3,2,2,2,5,2,2,2,2,0,0,0,0,0,0,0,1,4,1,3,1,2,6,1,5,0,2,6,1,5,0,4,6,8,2,2,5,1,3,1,3,2,1,1,2,4,6,2,1,27,15,17,0,0,0,1,4,0,-2,0,0,0,1,1,1,0,0,0,0,1,1,1,19730711,3,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,5,-3,3,4,0,1.0015488,-0.629607195796475,0,-0.84846544648726,0.0568343198108369,0.569898204872144,-0.341426063016128,"Low","Medium","High","Low","No","Upper-middle class"
"867",23,152,867,152000,152007023,7,115,63,2,1406,4,3,1150,1230,40,0,0,1,0,2,11,1,1,2,0,2,2,2,3,3,3,2,2,2,1,3,3,1,2,2,2,2,3,2,3,2,3,1,3,3,2,3,3,2,NA,2,2,NA,4,2,2,2,2,2,3,-5,2,3,1,1,2,2,1,4,4,2,3,4,2,4,3,2,4,2,4,2,4,3,3,3,3,2,1,1,2,2,3,2,3,2,2,3,0,0,0,1,1,1,4,5,6,-5,-5,-5,3,3,2,1,4,1,3,1,4,1,2,2,3,2,3,2,2,2,1,0,0,1,1,1,1,2,4,2,2,2,2,2,3,3,2,2,3,3,3,2,2,-2,-3,4,2,4,4,3,3,3,3,2,1,1,2,5,2,2,2,1,3,1,2,2,1,3,3,3,2,0,0,0,1,0,0,0,0,2,1,3,1,5,5,5,5,0,1,1,1,5,0,5,5,0,0,0,4,5,3,1,3,4,1,5,2,1,6,2,2,18,17,4,0,0,0,1,4,0,-2,1,0,0,0,1,1,1,0,0,0,1,1,1,19590630,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,18,0,1,-3,4,3,5,2,0,4,4,0,0.7288608,-0.48166661633545,0,0.181863845630537,0.297300321207018,0.470477579678419,0.12975906528195,"Medium","High","High","Medium","No","Lower-middle class"
"868",23,152,868,152000,152007023,7,115,45,2,1406,4,3,1308,1345,37,0,0,0,0,1,0,2,0,1,0,2,2,2,1,3,4,3,3,2,2,3,3,1,2,2,3,2,3,2,4,2,4,1,2,3,2,2,2,2,3,2,2,NA,3,2,2,2,2,2,3,-5,2,2,1,1,2,1,1,4,4,2,4,4,2,3,2,2,4,2,4,2,3,3,2,2,4,2,1,1,3,3,3,2,3,3,2,3,0,0,1,1,1,1,3,4,5,6,-5,-5,3,4,2,1,3,1,3,1,4,1,2,2,3,3,3,2,2,-5,1,0,0,1,1,1,1,1,4,2,2,2,2,3,3,3,2,2,4,4,3,3,2,95,-3,4,2,4,4,2,1,3,3,2,1,1,2,5,2,2,2,2,3,2,2,2,5,2,2,2,2,0,0,0,1,0,0,0,0,4,1,4,1,2,5,3,5,0,2,6,0,5,0,4,5,6,0,0,4,5,3,1,3,3,1,2,2,1,6,2,2,-2,14,9,0,0,0,1,4,0,-2,1,0,0,1,1,1,1,0,0,0,1,1,1,19770610,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,21,17,2,-3,1,2,6,3,5,3,4,0,1.1316096,-0.160279232580943,0,-0.147541300260088,0.323850957022818,0.290955957894491,-0.245600060234916,"Medium","High","High","Medium","No","Middle class"
"869",23,152,869,152000,152007023,7,39,38,2,1406,2,3,1044,1135,51,1,0,1,0,2,11,1,1,1,0,1,2,3,14,3,2,2,2,2,1,3,3,1,2,3,4,3,1,3,3,3,1,1,3,3,4,3,3,4,4,2,1,0,3,2,3,3,3,2,3,2,2,2,2,2,1,1,3,3,2,2,2,3,2,3,2,2,3,2,3,2,2,1,2,2,2,2,2,1,2,2,3,2,2,3,2,3,1,0,1,1,0,0,1,3,4,-5,-5,-5,2,3,2,1,3,2,3,4,3,1,2,2,3,3,3,2,3,2,1,0,1,1,1,1,1,2,2,2,1,2,2,3,4,3,3,2,4,3,3,3,1,152007,1,2,2,4,4,1,2,2,2,2,1,2,1,4,2,2,2,1,1,1,2,2,5,1,1,1,1,0,0,0,0,0,0,0,1,4,1,3,1,2,3,4,6,1,9,1,7,5,0,6,6,6,4,6,6,6,3,NA,NA,2,1,2,2,4,6,2,2,27,15,15,1,1,0,0,1,2,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,19840322,3,-3,1,1,1,1,1,1,1,1,1,1,1,1,30,15,1,-3,1,2,7,7,7,2,1,20,0.8464017,0.723995454837035,1,0.181863845630537,-0.234418250993179,0.838031838453135,-0.163141124423517,"Medium","Low","High","Medium","Yes","Upper-middle class"
"870",23,152,870,152000,152007023,7,39,31,1,1406,2,3,1145,1224,39,0,0,0,0,1,22,1,1,2,0,1,2,3,9,3,2,2,2,2,1,2,3,2,3,4,3,3,2,2,3,3,1,1,3,3,4,3,3,4,4,4,1,0,3,1,3,3,2,2,2,2,2,2,2,2,1,1,4,3,2,3,2,4,3,3,2,2,4,2,3,2,3,1,3,2,4,2,4,1,2,2,3,2,2,3,2,3,1,0,1,1,0,0,1,3,4,-5,-5,-5,3,4,2,2,3,2,3,4,1,1,2,2,3,2,3,2,3,2,1,0,0,1,1,0,1,2,2,2,1,2,2,3,3,3,3,2,4,3,3,2,2,96,-3,3,3,4,4,2,2,2,2,2,1,1,2,4,2,2,3,1,1,1,2,2,5,1,1,1,1,0,0,0,0,0,0,0,0,4,1,3,1,5,5,5,5,5,5,5,5,5,1,5,6,5,5,5,5,5,4,NA,NA,2,1,1,2,4,6,2,2,28,15,13,1,1,0,0,1,2,-2,1,0,1,1,1,1,0,0,0,0,1,1,1,19910905,2,-3,1,1,1,1,1,1,1,1,1,1,1,1,27,13,2,-3,1,2,7,5,5,2,4,0,0.8913784,0.42134234714627,1,0.167887458921006,-0.4137315585484,0.867806620135462,-0.149507644879203,"Medium","Low","High","Medium","Yes","Upper-middle class"
"871",23,152,871,152000,152007023,7,39,31,1,1406,2,3,1339,1416,37,0,0,0,0,1,11,1,1,1,0,2,2,2,9,4,4,3,3,2,2,3,3,1,2,1,3,3,3,2,4,3,4,1,2,3,2,2,2,2,2,2,2,9,2,2,1,2,2,2,3,2,2,2,1,1,2,7,4,4,4,3,3,4,3,3,3,2,4,3,3,3,3,1,2,2,2,2,4,1,3,3,3,2,2,1,3,2,1,0,1,1,0,1,1,3,4,6,-5,-5,2,3,2,1,3,1,3,1,3,1,3,3,2,2,2,3,2,3,1,0,0,0,1,1,1,2,3,3,2,2,2,2,3,2,2,2,3,3,3,3,2,95,-3,3,3,3,4,2,2,2,2,1,1,1,1,3,2,1,2,2,2,2,3,2,5,1,1,1,1,0,0,0,0,0,0,0,1,4,1,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,1,3,3,1,1,2,4,6,2,1,26,15,13,0,0,0,1,4,0,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,19911206,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,5,-3,2,4,0,0.8913784,0.230367936844901,1,-0.147541300260088,0.316127910176412,0.278169093432179,0.219514632114739,"Medium","High","High","High","Yes","Middle class"
"872",23,152,872,152000,152007023,7,39,41,1,1406,3,3,1115,1152,37,0,0,0,0,1,11,1,1,1,0,2,1,4,16,3,3,2,2,2,1,2,2,2,3,4,3,3,1,3,3,3,1,1,3,3,3,3,3,3,4,3,1,0,4,2,3,3,2,2,3,3,2,2,1,2,2,1,4,3,3,2,2,4,2,3,2,2,4,2,3,2,3,2,3,2,4,2,4,1,2,2,3,2,2,3,2,3,1,0,1,1,0,0,1,3,4,-5,-5,-5,3,3,2,1,3,2,1,4,1,1,2,2,3,3,3,2,3,2,1,0,0,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,3,3,3,3,2,95,-3,3,3,4,4,2,2,2,2,2,1,1,2,4,2,2,3,1,2,1,2,2,5,2,2,2,2,0,0,0,0,0,0,0,1,4,1,2,3,6,5,5,5,0,9,2,1,6,1,6,6,5,2,6,6,6,4,NA,NA,2,1,1,2,4,4,2,1,-6,14,9,0,0,0,1,4,0,-2,0,0,0,0,1,0,0,1,0,0,1,1,1,19811028,2,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,1,6,3,-3,3,4,0,1.0015488,0.42134234714627,1,-0.178976200183183,-0.220385944595515,0.714699059761835,0.0406291553376191,"Low","Medium","High","Medium","Yes","Upper-middle class"
"873",23,152,873,152000,152007023,7,39,64,1,1406,5,3,1804,1844,40,0,0,0,0,1,0,2,0,2,0,2,1,4,3,3,2,2,2,2,1,2,3,1,3,4,3,3,1,3,3,2,1,1,3,3,4,3,3,2,4,2,1,0,3,2,3,3,2,2,2,2,2,2,1,2,2,1,2,3,2,2,3,4,2,3,2,2,4,2,4,2,2,3,3,3,4,2,2,1,2,2,3,2,2,2,-5,2,0,0,1,1,1,0,3,4,5,-5,-5,-5,3,3,2,1,4,2,1,4,1,1,4,4,2,2,2,4,2,4,1,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,2,2,4,4,3,2,1,152007,1,3,3,4,3,2,2,2,2,1,1,1,2,3,2,2,2,1,1,1,2,2,5,2,2,2,2,0,0,0,1,0,0,0,1,4,1,2,1,5,5,5,5,0,8,0,7,6,0,6,5,9,6,2,6,5,3,NA,NA,3,1,1,2,4,6,2,1,27,15,15,0,0,0,1,4,0,-2,1,0,0,1,1,1,1,0,0,0,1,1,1,19581209,2,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,7,-3,4,1,20,2.7792979,0.520646335159765,1,0.521947946043989,-0.0905992449854676,0.916612431286209,-0.148960669698342,"High","Medium","High","Medium","Yes","Middle class"
"874",23,152,874,152000,152007023,7,39,63,2,1406,3,3,1016,1059,43,1,0,0,0,1,11,1,1,2,0,2,2,2,NA,3,3,2,3,2,1,2,3,1,3,4,3,3,1,3,4,3,1,1,3,3,4,3,3,4,4,3,1,2,4,2,2,3,2,2,2,2,2,2,2,2,-1,1,2,4,2,2,3,4,2,3,2,2,4,2,3,2,3,3,3,3,4,2,4,1,3,2,3,2,2,3,2,3,0,0,1,1,0,0,3,4,-5,-5,-5,-5,2,3,2,2,4,2,1,4,1,1,3,3,2,2,3,3,2,3,1,1,1,1,1,1,1,1,4,3,2,3,3,2,2,2,2,2,4,4,3,3,2,96,-3,4,3,4,4,2,2,3,2,2,1,2,2,4,2,2,2,1,1,1,2,2,1,3,3,3,2,0,0,0,0,0,0,0,1,4,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,3,4,1,2,2,1,6,2,1,18,17,9,0,0,0,1,4,0,-2,1,0,0,0,0,0,1,0,0,0,1,1,1,19591011,6,-3,-3,1,1,1,1,2,1,1,1,1,2,1,-3,-3,-3,-3,NA,3,5,3,-3,4,4,0,0.7288608,-0.200906738427615,0,0.521947946043989,-0.4340684026286,0.24172791006988,-0.232329143039957,"High","Low","Medium","Medium","No","Lower-middle class"
"875",23,152,875,152000,152007023,7,39,56,1,1406,3,3,1200,1234,34,0,0,0,0,1,11,1,1,1,0,2,1,3,14,2,3,2,2,2,1,2,2,1,3,3,3,3,2,3,4,3,1,1,3,3,3,3,3,2,4,2,1,0,3,2,2,3,2,2,3,3,1,2,1,2,2,1,2,3,2,2,2,4,2,3,2,2,4,2,3,2,2,2,2,2,3,2,4,1,3,3,3,2,2,3,-5,3,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,3,2,1,3,3,1,1,3,1,3,3,3,3,3,3,3,3,1,0,0,1,1,0,1,1,2,2,2,2,2,4,3,3,2,2,4,4,3,2,2,-2,-3,3,2,4,4,2,1,2,3,2,1,1,2,3,2,2,2,1,2,1,2,2,5,2,2,2,2,0,0,0,0,0,0,0,0,4,4,2,1,2,8,5,3,0,9,2,6,7,0,6,4,9,1,7,5,1,4,NA,NA,3,1,1,2,4,6,2,1,26,15,9,0,0,0,1,4,0,-2,1,0,0,1,1,1,0,0,0,0,1,1,1,19660613,2,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,3,-3,3,4,0,1.0015488,0.660577829019932,1,0.521947946043989,-0.161655985145921,1.0454263013409,-0.239624384360365,"High","Medium","High","Medium","Yes","Middle class"
"876",23,152,876,152000,152007023,7,39,43,2,1406,3,3,1245,1324,39,0,0,0,0,1,0,2,0,1,0,1,1,3,9,3,2,2,2,2,1,3,3,1,3,4,3,3,1,3,3,3,1,1,3,3,4,3,3,3,4,3,1,0,3,2,2,3,2,2,3,3,2,2,1,2,2,1,2,2,2,2,2,4,2,2,2,2,4,2,3,2,2,3,2,2,3,2,2,1,2,2,3,2,2,3,2,3,0,0,1,1,0,0,3,4,-5,-5,-5,-5,3,3,2,2,3,2,3,1,4,1,2,2,3,3,3,2,3,2,1,1,1,1,1,1,1,1,3,2,2,2,2,4,3,3,3,2,3,4,4,2,2,-1,-3,3,3,4,4,2,2,3,2,2,1,1,2,4,2,2,2,1,2,1,2,2,5,2,2,2,2,0,0,0,0,0,0,0,1,4,1,2,1,1,4,3,6,0,9,2,7,8,0,3,6,7,1,7,5,7,4,NA,NA,2,1,1,2,4,6,2,1,27,15,13,0,0,0,1,4,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19790317,2,-3,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,1,7,5,-3,3,4,0,1.1316096,0.0983804916154371,1,0.181863845630537,-0.28885210845714,1.0220212535946,-0.24013816058339,"Medium","Low","High","Medium","Yes","Upper-middle class"
"877",23,152,877,152000,152007014,4,117,67,1,1303,24,2,1100,1139,39,0,0,0,0,1,11,1,2,1,0,2,2,3,96,3,4,2,3,2,2,2,2,1,1,1,1,2,4,2,3,3,4,1,1,2,2,2,2,1,2,2,2,NA,3,2,2,3,1,1,-5,-5,-5,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,-1,1,2,2,4,1,4,4,4,4,1,1,2,2,1,-5,-5,2,4,2,0,0,1,0,1,1,3,5,6,-5,-5,-5,3,3,2,1,4,1,3,-1,-1,2,4,4,2,1,-5,4,1,4,1,0,0,0,0,0,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,152040,2,2,4,4,4,1,3,3,1,2,1,1,NA,1,2,1,2,2,2,2,NA,1,3,2,2,2,2,0,0,0,0,0,0,0,1,4,2,4,4,96,96,0,6,0,0,4,3,4,4,1,0,7,1,1,1,2,4,1,2,3,1,3,2,4,6,2,1,23,17,8,1,0,0,0,1,0,-2,1,0,0,1,1,0,0,0,0,0,1,1,1,19550416,1,-3,2,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,3,5,2,-3,4,2,70,0.7263232,0.58116138684825,1,0.192542800153363,0.77642165708989,0.0109790347781618,1.44771247114565,"Medium","High","Medium","High","Yes","Middle class"
