"","numinves","idenpa","numentre","reg","ciudad","tamciud","comdist","age","sexo","codigo","diareal","mesreal","ini","fin","dura","totrevi","totcuot","totrech","totperd","numcasa","codsuper","supervvi","superven","codif","digit","lifesatisfaction","countryprogress","P3N","countryproblems","countryeconomicsituation","countrypast12monthseconsituation","countrynext12monthseconsituation","familynext12monthseconsituation","trustinpeople","democracypreference","democracysatisfaction","economysatisfaction","governedbyfew","trustinarmedforces","trustinpolice","trustinchurch","trustincongress","trustinnationalgovernment","trustinjudiciary","trustinpoliticalparties","trustinelectoralinst","P13ST_I","P14ST_A","trustinnatcompanies","trustintradeunions","trustintelevision","trustintlcompanies","trustinbanks","trustinradio","trustinprintedpress","trustinsocmedia","presleadershipapproval","leftrightscale","incomedistfairness","democracybest","P18STM_B","P18STM_C","P18N_D","P18N_E","P18N_F","P18N_G","P18N_H","P18ST_I","P19N","P20STM","P21ST","P22ST","P23ST_A","P23ST_B","P23ST_C","P23ST_D","P23ST_E","P23ST_F","P24ST_A","P24ST_B","P24ST_C","P24ST_D","P24ST_E","P25N_A","P25N_B","P25N_C","P26SDN_A","P26SDN_B","P26SDN_C","P26SDN_D","P26SDN_E","P26SDN_F","P27SDN","P28STIN","P29STIN_A","P29STIN_B","robotjobtake","P30INN_B","P30INN_C","P30INN_D","P30INN_E","P30INN_F","P31INN_A","P31INN_B","P31INN_C","P31INN_D","P31INN_E","P31INN_F","P31INN_1","P31INN_2","P31INN_3","P31INN_4","P31INN_5","P31INN_6","P32INN","P33N_A","P33ST_B","P33N_C","P33N_D","P34WVSNA","P34WVSNB","P35NA","P35NB","P36ST","P37CSN_A","P37CSN_B","P37STCS_C","P37WVSSTCS_D","P37STCS_E","P37CSN_F","P37WVSCS_G","P37WVSCS_H","P38CSN_A","P38CSN_B","P38CSN_C","P38CSN_D","P38CSN_E","P38CSN_F","P38CSN_G","P39N","interestinpolitics","freedompoliticalpart","P41ST_B","freedomenv","freedomprivateproperty","justfairwealthdistf","equalityofmenwomenf","chanceswuoriginf","freedomofspeech","freedomofreligion","protectionagainstcrimef","socialsecurityf","P41ST_L","freedomchancetogetjob","P42STGBS","P43STGBS_A","P43STGBS_B","talkoftenpolitics","workforcommunity","P44ST_C","P44ST_D","P45ST_A","authdemonst","nonauthdemonst","protestinsocmedia","P46N","P47ST","P48ST","publicopinionexpression","opinionplatform","P51N","P52N","P53N_A","P53N_B","P53N_C","P53N_D","protestagree","marketeconomygood","P55N","P56N_A","P56N_B","P56N_C","P56N_D","P57ST_A","P57ST_B","P57ST_C","P57ST_D","P57ST_E","P57ST_F","P57ST_G","P57ST_H","P58ST","P59ST","corruptionlast2years","P61ST","P62N_1","P62ST_2","P62ST_3","P62ST_4","P62ST_5","P62N_6","P62ST_7","P62ST_8","P62N_9","P62ST_10","P62ST_11","P62N_12","P62N_13","P62N_14","P62N_15","P62N_16","P62N_17","P63ST","religion","religiondevout","socioeconclass","S3","S4","incomeenough","S6","race","S8","S9","S10","S11","S12","S13INN_A_A","S13INN_A_B","S13INN_A_C","S13INN_A_D","S13INN_A_1","S13INN_A_2","S13INN_A_3","S14M_A","S14M_B","S14M_C","S14M_D","S14M_E","S14M_F","S14M_G","S14M_H","S14M_I","S14M_J","S15_A","S15_B","S16","S17","S18_A","S18_B","S19","S20_A","S20_B","S20_C","S20_D","S20_E","S20_F","S20_G","S20_H","S20_I","S20_J","S20_K","S21A","S21B","S22_A","S22_B","householdheademp","S24","education","REEDUC_2","REEDUC_3","reedad","perpart","fampart","wt","protest_engagement_score1","protest_attend","democracy_score","trust_score","economic_score","freedom_score","democracy_group","trust_group","economic_group","freedom_group","protest_label","socioecon_label"
"377",23,152,377,152014,152000045,8,146,40,2,3907,26,2,1701,1740,39,0,0,0,0,1,0,2,0,2,0,4,2,3,26,5,4,3,4,2,3,4,3,1,4,4,4,4,4,4,4,4,4,1,4,NA,3,NA,3,3,4,3,2,5,4,4,-5,-5,-5,-5,4,-5,2,-5,1,-1,2,5,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,3,1,-5,-5,-5,2,3,1,4,1,0,0,0,0,0,1,6,-5,-5,-5,-5,-5,1,2,4,3,2,3,1,4,1,-1,3,4,3,4,3,3,4,4,1,0,0,0,0,0,1,4,4,NA,4,3,4,4,3,4,4,4,4,4,4,4,2,-1,-3,4,NA,4,4,3,NA,3,NA,-1,5,-1,2,5,-5,2,1,2,3,3,4,3,3,4,2,2,2,0,0,0,1,0,1,0,1,4,1,4,1,1,96,96,2,1,3,4,96,96,3,96,96,6,2,5,3,2,-1,1,4,4,2,1,3,4,5,1,1,18,13,0,0,0,0,1,4,0,-2,0,0,1,0,1,0,0,0,0,0,1,1,2,19821221,3,-3,8,2,2,1,1,2,1,1,1,1,2,2,-3,-3,-3,-3,NA,3,5,0,-3,2,4,0,0.7585158,-1.16979348898033,0,-1.51075786477254,-1.05427755516745,-0.73585345301021,-1.29323345551632,"Low","Low","Low","Low","No","Lower-middle class"
"378",23,152,378,152014,152000045,8,146,54,2,3907,26,2,1804,1843,39,0,0,0,0,1,0,2,0,1,0,4,2,3,26,3,3,2,3,1,1,3,3,2,4,3,4,4,2,4,4,4,2,1,4,4,4,4,4,3,3,2,1,3,3,2,3,2,3,2,3,3,2,3,2,2,-1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,3,3,3,4,3,3,1,4,2,2,3,4,3,4,2,0,0,0,1,1,1,4,5,6,-5,-5,-5,2,4,1,1,4,3,1,4,1,2,2,1,2,4,3,1,3,2,1,0,0,0,0,1,1,4,3,4,3,4,3,3,4,3,NA,3,4,3,3,4,2,-1,-3,3,4,4,4,3,3,3,3,1,1,2,2,4,3,2,1,1,2,1,3,-5,4,1,1,1,1,0,0,0,1,0,1,0,0,4,2,4,1,2,96,2,3,2,4,2,2,96,2,96,96,4,4,3,3,3,4,NA,NA,4,1,1,3,4,NA,2,1,26,14,13,1,0,0,0,1,0,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,19690203,3,-3,5,1,1,1,1,2,1,1,1,1,1,1,-3,-3,-3,-3,NA,3,6,5,-3,3,4,0,1.1316096,-0.524660253702504,0,-0.519060300596635,-0.671023459580488,0.0932127392589228,-1.00537251104788,"Low","Low","Medium","Low","No","Lower-middle class"
"379",23,152,379,152014,152000045,8,146,73,2,3907,22,2,1145,1221,36,0,0,0,0,1,0,2,0,2,0,4,2,3,37,4,4,2,4,1,2,3,3,1,2,1,2,4,3,3,3,3,4,1,3,3,2,3,2,1,2,2,2,7,3,NA,-5,1,3,3,3,1,1,4,1,1,2,1,2,3,2,4,2,4,2,2,1,1,2,3,2,1,2,3,2,2,2,2,1,1,4,1,4,2,3,3,3,2,0,1,0,1,0,0,2,4,-5,-5,-5,-5,2,4,1,1,4,3,1,1,2,1,3,4,3,2,3,3,4,3,1,0,0,0,0,1,1,3,3,4,3,4,3,3,3,4,3,3,4,4,4,3,2,-1,-3,3,4,3,4,3,3,3,3,2,1,1,2,4,1,2,-5,2,2,3,4,3,2,2,-5,3,1,0,0,1,1,0,1,0,0,4,2,4,1,4,4,-1,5,2,2,6,-2,-1,3,-1,3,5,2,5,3,5,-1,1,2,5,1,5,3,1,4,2,2,17,13,3,0,0,0,1,4,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19500114,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,18,13,1,-3,4,3,5,2,5,4,4,0,0.7288608,-0.670363950204055,0,-0.143451224079474,0.38834877405196,-0.36421799395565,-0.997708850076069,"Medium","High","Low","Low","No","Lower class"
"380",23,152,380,152014,152000045,8,146,19,1,3907,22,2,1239,1315,36,0,0,0,0,1,21,1,1,2,0,2,1,2,14,3,3,3,3,1,1,3,3,2,4,4,4,4,2,4,4,4,2,1,4,3,4,4,4,3,4,3,1,3,1,2,3,3,3,3,4,3,1,3,1,2,2,1,1,2,2,2,3,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,2,3,4,4,4,0,0,1,0,1,0,3,5,-5,-5,-5,-5,2,3,3,1,3,3,1,2,4,1,3,1,4,4,4,1,4,-5,0,1,0,0,0,1,0,3,4,4,4,3,4,3,3,3,4,3,4,4,3,4,2,-1,-3,3,4,4,4,2,3,2,2,2,2,1,2,4,1,1,1,1,1,1,2,3,2,2,2,2,2,0,0,0,1,0,0,0,0,1,3,2,1,96,96,96,3,2,5,4,96,96,2,96,5,4,3,3,5,3,4,NA,NA,4,1,5,2,2,NA,2,2,-6,13,13,0,0,0,1,4,0,-2,1,0,1,0,1,1,1,0,0,0,1,1,1,20030902,7,-3,-3,1,1,1,1,2,1,1,1,1,1,1,18,13,1,-3,4,3,5,5,5,1,4,0,0.7732743,-0.176441327818634,0,-0.519060300596635,-0.797128719790043,0.836511434696006,-1.0798632695012,"Low","Low","High","Low","No","Lower-middle class"
"381",23,152,381,152014,152000045,8,146,73,1,3907,20,2,1036,1115,39,0,0,1,0,2,0,2,0,1,0,3,2,3,26,3,4,3,3,1,1,2,3,2,4,4,3,3,2,3,4,4,2,1,4,3,2,3,2,2,3,NA,1,3,4,2,4,3,1,2,4,3,2,2,2,2,1,1,2,2,1,1,2,3,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,-5,3,1,-5,-5,4,4,4,1,0,0,1,0,0,0,3,-5,-5,-5,-5,-5,3,-5,3,1,3,3,1,-1,-1,-1,3,3,3,-5,3,2,4,4,0,0,0,0,0,0,1,4,3,3,-5,2,NA,4,2,3,3,2,3,3,2,2,2,-1,-3,4,4,4,4,3,3,3,3,-1,1,1,2,4,-5,-5,-5,2,2,2,4,-5,3,1,1,1,1,0,0,0,1,0,0,0,0,4,1,2,1,-1,96,2,3,2,5,5,4,2,2,3,-1,4,3,3,5,3,3,1,2,4,1,5,3,1,NA,2,1,19,13,3,0,0,0,1,4,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19491220,5,8,-3,1,1,1,1,2,1,1,1,1,1,1,-3,-3,-3,-3,NA,3,5,2,-3,4,4,0,0.7263232,-0.825076478433794,0,-0.178976200183183,-0.106400681936331,-0.175891568412092,-0.186331784339304,"Low","Medium","Medium","Medium","No","Lower-middle class"
"382",23,152,382,152014,152000045,8,146,45,2,3907,23,2,1138,1214,36,0,0,0,0,1,0,2,0,2,0,3,3,4,37,4,3,3,4,2,2,4,4,1,2,1,2,3,4,3,4,3,4,2,3,4,3,3,3,2,2,2,2,7,4,2,4,3,2,2,4,3,2,2,1,-1,1,1,2,3,2,2,2,3,2,-1,2,-1,2,2,2,1,3,2,2,2,2,2,2,1,4,1,4,1,3,4,-5,1,0,0,0,0,1,1,5,6,-5,-5,-5,-5,2,4,2,1,3,1,3,2,4,1,3,2,4,4,3,2,3,4,0,1,1,0,0,1,0,3,4,3,3,4,2,3,4,3,3,2,4,3,4,4,2,-1,-3,4,4,4,4,2,3,3,2,-1,1,1,2,3,2,2,1,1,2,1,4,-5,4,1,2,1,1,0,0,0,1,0,0,0,0,4,2,4,1,1,3,2,2,1,2,4,1,2,3,-1,3,4,2,6,3,3,3,2,3,4,1,2,3,1,7,2,2,29,17,12,0,0,0,1,4,0,-2,1,0,1,1,1,1,1,0,0,0,1,1,2,19770618,3,-3,8,1,2,1,1,1,1,1,1,1,1,1,18,13,1,-3,4,3,5,4,5,3,4,0,0.573609,-0.701644414755501,0,-0.487625400673539,-0.092644919994968,-0.724787892922367,-0.723581512366749,"Low","Medium","Low","Low","No","Lower-middle class"
"383",23,152,383,152014,152000045,8,146,39,1,3907,23,2,1316,1354,38,0,0,2,2,3,21,1,1,1,0,3,2,3,14,5,3,2,3,1,1,NA,4,2,4,4,4,4,2,4,4,4,2,1,4,3,4,3,4,2,4,2,1,3,4,3,2,3,2,2,4,3,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,3,1,-5,1,3,4,3,1,0,0,1,0,1,1,3,5,6,-5,-5,-5,2,4,2,1,4,1,3,1,4,1,2,2,4,4,4,1,4,3,1,0,0,0,0,0,1,3,4,2,2,4,3,3,4,4,3,4,3,3,4,3,-5,-1,-3,3,4,4,4,3,2,3,3,1,1,2,1,4,1,-5,3,1,2,1,2,-5,3,1,1,2,1,0,0,0,0,0,1,0,0,1,2,3,1,96,3,96,3,3,5,3,96,96,3,96,96,96,2,4,96,3,4,NA,NA,5,1,2,3,4,7,2,1,18,13,9,0,0,0,1,4,0,-2,1,0,1,0,1,1,0,0,0,0,1,1,2,19840126,1,-3,4,1,2,1,1,2,1,1,1,1,1,1,-3,-3,-3,-3,NA,3,5,3,-3,2,4,0,0.7850539,-0.362837567137013,0,-1.08708827555081,-0.594598485324664,-0.322410103619145,-0.641561821407696,"Low","Low","Low","Low","No","Lower class"
"384",23,152,384,152014,152000045,8,146,23,2,3907,23,2,1419,1457,38,0,0,1,1,2,0,2,0,1,0,3,NA,4,9,4,3,4,3,1,1,3,3,2,4,3,3,4,3,4,4,3,2,1,3,4,4,3,4,2,4,2,1,3,1,2,2,4,2,2,3,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,1,2,2,1,2,2,4,1,3,4,4,1,0,0,0,0,1,1,5,6,-5,-5,-5,-5,2,3,2,1,4,1,3,1,4,1,2,2,4,4,4,1,2,3,1,0,0,0,1,1,1,5,3,3,4,3,3,4,2,2,3,3,4,4,3,2,2,-2,-3,3,4,4,4,2,2,3,2,2,1,1,2,3,2,2,1,1,1,1,1,3,4,1,1,1,1,0,0,0,1,0,0,0,0,1,2,3,1,4,3,4,4,3,5,3,4,5,2,4,4,4,3,4,4,3,4,1,4,4,1,1,3,2,7,2,2,18,13,13,0,0,0,1,4,0,-2,1,0,1,0,1,1,1,0,0,0,1,1,2,19991128,4,8,-3,1,2,1,1,2,1,1,1,1,1,1,18,13,1,-3,4,3,5,5,5,1,4,0,0.6576308,0.195447596669458,1,-0.519060300596635,-0.480132971558023,0.325501103371835,-0.510417700059801,"Low","Low","High","Low","Yes","Lower-middle class"
"385",23,152,385,152014,152000045,8,146,31,2,3907,23,2,1524,1603,39,0,0,0,0,1,21,1,1,2,0,3,3,4,37,3,3,3,4,2,2,4,4,1,3,2,3,3,4,4,4,NA,4,2,4,4,2,4,4,3,3,2,2,6,3,3,-5,3,-5,-5,3,3,1,2,1,-1,-1,1,3,3,2,2,3,1,2,2,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,-5,2,3,2,-5,3,0,0,0,0,0,1,6,-5,-5,-5,-5,-5,2,3,3,1,3,3,1,4,3,1,3,2,4,4,4,2,4,3,0,0,0,0,0,1,0,4,4,3,3,4,3,4,3,3,4,2,3,4,3,3,2,-1,-3,4,4,4,4,3,3,3,3,2,1,2,1,4,3,2,2,1,2,2,3,-5,4,1,2,1,2,0,0,0,0,1,0,0,0,1,1,2,1,96,96,96,96,3,3,6,96,96,2,96,96,96,2,4,3,3,3,1,2,4,1,1,3,2,NA,2,2,22,17,13,0,0,0,1,4,0,-2,1,0,1,0,1,1,1,0,0,0,1,1,1,19920115,3,-3,8,1,2,1,1,2,1,1,1,1,1,1,19,13,3,-3,NA,3,5,5,5,2,4,0,0.7585158,-0.823947483745556,0,-0.834489059777729,-0.610987905466135,-0.405970564016229,-0.619722021491321,"Low","Low","Low","Low","No","Lower-middle class"
"386",23,152,386,152014,152000035,8,92,48,1,3955,22,2,1302,1350,48,1,0,0,0,1,0,2,0,2,0,3,1,3,96,3,4,3,4,2,3,3,3,1,2,2,2,3,4,3,3,2,4,2,3,3,3,3,4,4,3,4,2,4,2,3,3,3,2,2,3,3,2,3,1,2,2,1,4,4,4,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,1,2,2,2,2,3,2,1,0,0,1,0,1,1,3,5,6,-5,-5,-5,1,1,3,2,2,1,4,2,4,1,4,4,2,3,3,4,3,4,1,1,1,1,0,1,1,1,4,2,1,1,2,4,3,3,3,2,3,3,3,3,2,96,-3,3,3,4,4,1,3,3,3,2,1,2,2,5,3,2,4,3,3,3,2,2,3,2,3,2,2,0,1,1,0,1,0,0,1,1,1,4,3,4,96,4,4,3,5,5,5,4,4,4,4,5,3,6,5,5,3,2,3,4,1,1,3,4,3,1,1,17,17,9,1,0,0,0,1,0,-2,1,0,1,1,1,1,0,0,0,0,1,1,1,19741027,1,-3,4,2,2,1,1,2,1,1,1,1,1,2,-3,-3,-3,-3,NA,3,5,3,-3,3,4,0,0.6613063,-0.474894667566736,0,-0.823810105254903,-0.356320409235366,-0.219712544964189,-0.146940137658534,"Low","Low","Medium","Medium","No","Lower-middle class"
"387",23,152,387,152014,152000035,8,92,69,1,3955,22,2,1412,1457,45,0,0,2,0,3,0,2,0,1,0,2,1,3,14,2,2,1,3,2,1,1,2,1,3,2,3,4,1,2,3,1,1,1,3,1,4,3,2,2,4,2,1,0,4,1,4,1,2,2,4,2,1,2,1,2,1,1,4,2,2,3,4,1,2,2,2,2,3,2,3,1,1,4,1,1,2,2,2,3,2,2,3,1,3,2,3,2,0,0,1,1,0,0,3,4,-5,-5,-5,-5,1,2,3,2,2,4,1,4,3,2,4,4,1,1,2,3,2,4,0,0,0,0,0,0,1,1,2,2,2,3,1,4,2,3,4,1,3,2,2,2,1,152007,1,3,3,4,3,1,2,3,1,2,2,2,1,1,2,2,1,1,1,1,2,3,2,2,2,2,1,1,0,0,0,0,0,0,0,4,1,2,1,8,6,9,10,10,10,5,8,96,1,9,9,9,9,2,9,3,3,14,NA,4,1,5,1,1,4,2,1,45,13,9,1,0,0,0,1,0,-2,1,0,1,0,1,0,1,0,0,0,1,1,1,19530402,5,8,-3,1,1,1,1,2,1,1,1,1,1,2,-3,-3,-3,-3,NA,3,5,3,-3,4,1,20,0.7263232,0.709569934947346,1,1.20889570556163,0.286451048986719,0.96714027260934,0.218663088536076,"High","High","High","High","Yes","Lower-middle class"
"388",23,152,388,152014,152000035,8,92,37,1,3955,22,2,1507,1543,36,0,0,3,0,4,21,1,1,1,0,1,1,4,26,2,2,1,1,2,1,2,2,1,4,2,4,3,2,3,3,1,1,1,2,3,4,3,3,1,3,4,1,3,3,1,2,3,2,2,4,1,2,3,2,2,1,1,2,2,1,1,-2,4,2,2,1,2,2,1,2,1,1,2,4,1,3,3,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,1,-5,-5,-5,-5,-5,1,2,2,3,2,1,2,2,4,1,1,1,4,4,1,1,4,1,1,1,1,0,1,1,1,1,1,3,3,3,4,4,3,3,2,1,3,3,4,2,2,152042,1,2,3,3,4,1,1,1,3,2,1,2,1,4,3,2,1,2,3,3,1,1,5,1,1,1,1,1,0,1,1,0,0,0,0,2,1,3,1,96,96,3,1,0,8,0,96,96,2,2,96,9,5,96,1,6,3,NA,NA,5,1,2,1,2,4,1,1,34,15,13,1,1,0,0,1,2,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,19851017,1,-3,2,1,2,1,1,1,1,1,1,1,1,2,-3,-3,-3,-3,NA,3,7,5,-3,2,1,30,0.8913784,1.03671134180754,1,0.868811605148178,-0.0169325378592502,1.48337197765513,-0.130242154462819,"High","Medium","High","Medium","Yes","Lower class"
"389",23,152,389,152014,152000035,8,92,25,2,3955,22,2,1604,1649,45,1,0,5,0,6,0,2,0,1,0,3,3,3,96,3,1,2,NA,2,3,3,NA,1,4,4,4,4,3,4,4,4,1,3,NA,NA,4,4,4,2,2,4,1,NA,4,3,2,2,-5,-5,3,2,3,-5,2,2,1,-1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,1,-5,2,2,1,1,2,-5,-5,2,1,1,1,1,1,1,1,2,3,4,5,6,2,3,2,2,2,3,2,4,2,1,1,1,3,3,3,1,2,1,1,1,1,1,1,1,1,3,2,2,1,2,2,3,2,2,1,2,4,3,3,2,2,-1,-3,3,2,3,4,2,2,3,2,1,1,2,1,4,2,2,2,1,2,1,2,2,1,2,2,3,1,0,0,0,0,0,0,0,0,4,2,3,6,96,96,96,96,0,8,5,96,96,5,96,96,96,4,96,96,5,3,NA,NA,3,1,5,2,4,7,2,2,23,17,0,1,1,0,0,1,2,-2,1,0,1,0,1,1,1,0,0,0,1,1,1,19971017,7,-3,-3,1,1,1,1,1,1,1,1,1,1,1,20,17,3,-3,NA,3,5,0,5,1,4,0,0.6576308,0.390895772889775,1,-0.823810105254903,-0.844699196511752,-0.383638276408725,0.41514716506429,"Low","Low","Low","High","Yes","Middle class"
"390",23,152,390,152014,152000035,8,92,68,2,3955,23,2,1720,1808,48,0,0,7,1,8,0,2,0,2,0,1,2,3,26,3,2,2,2,2,3,3,3,2,2,2,3,4,2,3,4,3,1,1,3,2,4,NA,4,2,2,4,1,5,3,2,2,1,2,2,4,2,3,2,2,1,1,2,2,4,3,-1,-1,-1,-1,3,2,-1,3,-1,3,2,1,2,2,4,-2,-2,-1,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,2,3,4,5,6,-5,3,2,2,3,1,3,3,1,1,2,2,3,3,2,2,3,2,1,0,1,1,1,1,1,3,4,3,1,2,4,4,2,2,2,2,3,1,2,3,2,96,-3,3,4,4,4,2,3,3,3,1,4,2,1,5,2,2,1,1,2,2,3,-5,3,2,3,2,2,0,0,0,0,0,0,0,0,4,1,3,6,96,96,96,0,0,8,2,1,96,0,6,5,96,0,6,4,8,3,2,4,3,1,5,2,4,6,2,2,13,10,13,1,0,0,0,1,0,-2,1,0,1,0,1,1,1,0,0,0,1,1,1,19540601,6,-3,-3,1,1,1,1,1,1,1,1,1,1,2,17,13,5,4,NA,2,4,5,5,4,4,0,0.7288608,-0.768538943529312,0,-1.17787059237789,-0.180878982141297,0.766572362415552,0.15347780801263,"Low","Medium","High","High","No","Middle class"
"391",23,152,391,152014,152000035,8,92,41,1,3955,23,2,1822,1857,35,9,0,1,0,2,0,2,0,2,0,1,3,4,36,4,5,5,5,2,1,4,4,1,1,1,4,4,4,4,4,4,4,1,2,4,4,2,4,4,4,4,2,5,4,1,1,4,1,1,4,1,1,1,1,2,2,1,4,4,4,2,4,4,2,2,1,1,4,2,3,2,1,4,2,3,4,4,2,2,1,1,3,1,1,1,3,1,1,0,0,0,1,1,1,5,6,-5,-5,-5,2,3,1,1,3,1,3,4,1,1,4,4,4,4,1,4,4,4,1,0,0,1,1,1,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,96,-3,1,3,3,4,1,3,3,1,2,1,2,1,5,3,2,1,1,1,1,3,1,5,1,3,1,1,0,0,0,1,0,0,0,1,2,1,4,1,0,96,0,0,0,0,0,5,96,0,0,96,96,0,5,0,5,3,2,4,4,1,2,4,2,4,1,1,27,17,17,0,1,0,0,2,0,-2,1,0,0,1,1,1,1,0,0,0,1,1,1,19811212,3,-3,7,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,1,5,5,-3,3,4,0,0.6613063,0.0262322473474159,1,0.188643404321276,-0.771065922894358,-1.0382302183866,-1.38036240357773,"Medium","Low","Low","Low","Yes","Lower-middle class"
"392",23,152,392,152014,152000035,8,92,35,1,3955,23,2,1920,1958,38,1,0,1,1,2,0,2,0,1,0,3,3,4,10,4,5,5,5,2,1,4,4,1,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,5,3,4,3,2,3,3,4,1,3,3,2,2,2,2,2,4,2,2,1,4,2,3,1,2,3,2,3,2,2,3,1,2,4,1,2,2,1,1,2,1,3,3,3,2,1,1,1,1,1,1,1,2,3,4,5,6,2,4,2,1,3,3,4,4,-1,1,4,4,3,3,3,2,2,3,1,0,0,0,0,0,0,2,4,4,4,4,3,4,2,2,1,1,4,2,3,4,2,96,-3,4,4,4,4,-5,3,3,3,2,2,2,1,5,3,2,1,1,2,1,1,3,1,4,4,3,3,0,0,0,0,0,0,0,0,4,3,-1,5,96,96,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,12,NA,5,1,5,2,1,4,2,1,16,13,1,0,0,0,1,4,0,-2,0,0,0,0,0,0,0,0,0,1,1,1,1,19870701,5,8,-3,1,1,1,2,2,1,1,1,1,2,2,-3,-3,-3,-3,NA,3,5,1,-3,2,4,0,0.7850539,-0.631844078755949,0,-0.851947572991293,-1.31805051338502,-0.988843416725084,-0.136476863973881,"Low","Low","Low","Medium","No","Lower class"
"393",23,152,393,152014,152000035,8,92,29,1,3955,24,2,1322,1400,38,0,0,1,0,2,21,1,2,2,0,2,1,3,37,2,3,1,2,2,2,3,2,1,2,4,4,2,1,2,2,1,1,1,2,1,4,2,1,2,2,2,1,1,4,2,1,1,2,2,3,3,1,3,2,1,2,3,2,4,1,2,4,4,1,2,2,2,2,2,-1,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,0,0,0,1,1,2,6,-5,-5,-5,2,3,1,1,3,1,4,3,2,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,1,2,2,1,1,3,3,4,4,4,4,2,4,4,3,3,1,152007,1,2,4,1,3,1,1,1,1,2,2,2,1,1,3,2,1,1,3,2,2,2,2,1,2,1,1,0,1,1,1,1,1,0,1,4,2,1,5,96,96,96,0,0,9,4,96,96,4,96,96,7,8,3,4,5,-1,NA,NA,2,1,5,1,2,6,1,2,19,13,13,0,1,0,0,2,0,-2,1,1,1,1,1,1,0,1,0,0,1,1,1,19940110,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,18,13,2,-3,7,3,5,5,5,2,1,20,0.7850539,1.23380988302835,1,-0.147541300260088,0.731321915126322,0.849949897883968,-0.629366059860695,"Medium","High","High","Low","Yes","Upper-middle class"
"394",23,152,394,152014,152000035,8,92,75,2,3955,24,2,1420,1459,39,0,0,2,0,3,0,2,0,2,0,4,2,2,NA,4,5,5,5,2,1,4,4,1,1,1,1,2,4,4,4,4,4,1,2,3,4,4,2,4,2,4,2,4,3,1,2,3,-5,3,3,2,2,2,1,1,2,7,2,4,4,4,4,4,2,2,3,3,2,2,3,3,4,3,4,4,4,4,1,3,3,2,1,2,3,3,3,2,1,1,1,1,1,1,1,2,3,4,5,6,2,4,1,1,2,1,2,1,2,2,3,3,2,2,2,2,1,2,1,0,0,0,0,0,0,3,4,1,2,4,4,4,2,4,3,1,4,4,4,4,2,152002,1,4,4,4,4,3,3,3,3,2,4,2,1,1,3,2,4,2,4,4,3,3,1,3,2,3,3,0,1,0,0,0,0,0,0,4,4,4,5,96,96,96,96,96,6,7,96,96,96,96,96,96,96,96,96,96,3,1,2,5,3,5,4,4,6,2,2,11,4,0,0,0,0,1,4,0,-2,0,0,0,0,0,0,0,0,0,1,1,1,1,19470511,6,-3,-3,1,1,1,2,2,2,2,1,1,2,2,11,9,1,-3,4,4,2,0,3,4,1,30,1.032681,-0.526035519705072,0,0.188643404321276,-0.246027413689989,-1.18668621816746,-0.519027844034247,"Medium","Low","Low","Low","No","Lower class"
